Gene ID	Gene Symbol	h1a TPM	h1a Read Count	h1b TPM	h1b Read Count	h2a TPM	h2a Read Count	h2b TPM	h2b Read Count	h2c TPM	h2c Read Count	h1a FPKM	h1b FPKM	h2a FPKM	h2b FPKM	h2c FPKM
3013	H2AC7	7.36	19.4	0.0	0.0	7.63	21.0	10.5	7.0	19.82	27.0	6.59	0.0	6.08	9.74	22.13
3014	H2AX	61.27	912.0	0.0	0.0	260.51	4194.0	97.1	343.0	45.39	329.04	54.92	0.0	207.58	90.09	50.69
3015	H2AZ1	88.72	591.0	14.13	6.0	873.85	6236.0	513.54	826.0	563.45	1858.0	79.52	10.31	696.29	476.5	629.29
3017	H2BC5	148.64	855.0	0.0	0.0	31.54	135.0	124.21	189.0	83.36	254.0	133.23	0.0	25.13	115.25	93.1
3018	H2BC3	0.0	0.0	0.0	0.0	1.62	4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.29	0.0	0.0
302	ANXA2	157.26	2005.0	11.32	8.0	1479.84	21670.0	1803.78	5418.0	1584.65	10036.0	140.96	8.26	1179.14	1673.65	1769.82
3020	H3-3A	401.56	3603.0	0.0	0.0	1136.65	10974.0	794.76	1708.0	648.34	2858.0	359.94	0.0	905.69	737.42	724.1
3021	H3-3B	68.49	1883.0	18.94	32.0	124.53	3716.0	115.23	747.0	83.7	1114.03	61.39	13.82	99.23	106.92	93.48
3024	H1-1	0.37	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0
3026	HABP2	136.77	4194.0	78.84	148.0	0.0	0.0	0.0	0.0	0.0	0.0	122.6	57.54	0.0	0.0	0.0
3028	HSD17B10	231.91	1775.0	57.12	27.0	261.07	2144.0	175.37	322.0	139.04	525.0	207.87	41.69	208.02	162.71	155.29
3029	HAGH	267.16	3977.0	25.44	41.48	28.18	458.33	25.05	132.78	24.1	161.76	239.48	18.57	22.46	23.25	26.92
3030	HADHA	107.26	3238.0	64.75	120.0	90.24	2958.0	56.37	401.0	40.47	591.0	96.14	47.26	71.91	52.31	45.19
3032	HADHB	66.59	1300.0	0.0	0.0	79.46	1680.0	57.81	267.0	40.98	388.0	59.69	0.0	63.32	53.64	45.77
3033	HADH	46.9	811.0	0.0	0.0	79.38	1486.0	19.31	79.0	23.69	199.0	42.04	0.0	63.25	17.91	26.46
3034	HAL	21.4	633.0	21.54	37.0	0.23	8.0	3.64	24.0	0.07	1.0	19.18	15.72	0.18	3.38	0.08
3035	HARS1	42.76	810.58	0.0	0.0	77.25	1585.77	40.36	181.0	27.54	253.39	38.33	0.0	61.55	37.45	30.75
3036	HAS1	0.05	1.0	0.0	0.0	0.18	4.0	0.0	0.0	0.0	0.0	0.04	0.0	0.14	0.0	0.0
3037	HAS2	0.0	0.0	0.0	0.0	3.87	189.0	1.04	11.0	0.83	18.0	0.0	0.0	3.09	0.97	0.93
3038	HAS3	1.38	61.0	0.0	0.0	2.31	98.3	0.48	5.0	0.47	10.0	1.23	0.0	1.84	0.45	0.53
3039	HBA1	56.99	193.21	0.0	0.0	23.68	84.58	0.0	0.0	4.92	8.49	51.09	0.0	18.87	0.0	5.49
3040	HBA2	45.81	154.79	452.77	102.0	22.03	78.42	23.8	20.0	14.84	25.51	41.06	330.45	17.56	22.08	16.57
3043	HBB	13.61	54.0	0.0	0.0	5.0	21.0	0.0	0.0	2.0	4.0	12.2	0.0	3.99	0.0	2.23
3049	HBQ1	0.0	0.0	0.0	0.0	11.44	34.0	0.0	0.0	8.22	12.0	0.0	0.0	9.12	0.0	9.18
3052	HCCS	5.64	129.0	0.0	0.0	15.9	398.0	20.22	110.0	9.13	102.0	5.06	0.0	12.67	18.76	10.2
3053	SERPIND1	203.88	4446.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	182.75	0.0	0.0	0.0	0.0
3054	HCFC1	10.4	850.0	3.76	18.0	17.56	1554.0	7.22	142.0	3.17	129.0	9.32	2.74	13.99	6.7	3.54
3055	HCK	1.47	30.0	0.79	1.0	9.76	217.0	32.65	158.0	12.09	121.0	1.31	0.58	7.77	30.29	13.51
3059	HCLS1	5.82	113.0	0.0	0.0	11.29	237.0	3.27	15.0	9.33	88.0	5.22	0.0	9.0	3.03	10.42
306	ANXA3	0.0	0.0	0.0	0.0	95.16	1344.0	179.51	558.0	191.1	1219.0	0.0	0.0	75.82	166.56	213.43
3060	HCRT	0.0	0.0	0.0	0.0	0.28	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0
3064	HTT	4.64	694.2	0.0	0.0	9.32	1517.47	1.23	43.0	1.21	87.0	4.16	0.0	7.43	1.14	1.35
3065	HDAC1	50.05	1048.0	9.33	12.0	205.25	4650.0	76.12	375.0	81.77	827.0	44.87	6.81	163.55	70.63	91.33
3066	HDAC2	18.89	427.0	2.76	18.0	94.85	2268.0	46.39	263.0	38.12	452.0	16.94	2.01	75.57	43.05	42.58
3067	HDC	0.62	13.0	0.0	0.0	0.35	8.0	2.44	12.0	0.0	0.0	0.56	0.0	0.28	2.26	0.0
3068	HDGF	134.93	2742.0	13.11	16.0	461.34	10284.0	276.25	1307.0	192.79	1905.0	120.95	9.57	367.6	256.32	215.32
3069	HDLBP	96.24	4861.0	103.93	358.0	151.26	8206.0	96.01	1068.0	53.75	1293.0	86.26	75.85	120.53	89.08	60.03
307	ANXA4	25.4	694.0	11.2	18.0	43.03	1260.0	17.05	110.0	15.52	203.0	22.77	8.17	34.29	15.82	17.34
3070	HELLS	3.0	267.0	4.69	42.0	6.72	834.0	0.93	32.0	0.91	45.0	2.69	3.43	5.35	0.86	1.02
3071	NCKAP1L	0.47	46.0	8.74	52.0	1.32	140.0	1.79	41.0	0.86	41.0	0.42	6.38	1.05	1.66	0.96
3073	HEXA	76.14	3888.29	65.91	206.64	18.65	1036.38	30.31	364.59	5.86	145.15	68.25	48.1	14.86	28.12	6.55
3074	HEXB	47.82	831.0	0.0	0.0	138.78	2614.0	31.59	130.0	20.24	171.0	42.86	0.0	110.58	29.31	22.61
3075	CFH	196.27	7546.96	0.0	0.0	7.69	305.92	0.0	0.0	0.16	1.0	175.93	0.0	6.12	0.0	0.17
3077	HFE	14.31	644.79	103.05	235.14	3.06	138.29	39.41	386.44	4.95	101.7	12.83	75.21	2.43	36.56	5.53
3078	CFHR1	624.75	6974.07	0.0	0.0	0.11	1.08	0.0	0.0	0.0	0.0	560.0	0.0	0.09	0.0	0.0
308	ANXA5	126.84	1954.0	13.6	13.0	154.99	2583.0	198.39	725.0	126.13	946.0	113.7	9.93	123.5	184.07	140.86
3080	CFHR2	82.28	842.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.75	0.0	0.0	0.0	0.0
3081	HGD	24.99	398.0	60.02	55.0	3.11	53.0	2.69	10.0	1.72	13.0	22.4	43.81	2.48	2.49	1.92
30811	HUNK	0.04	2.0	0.0	0.0	5.16	313.0	0.0	0.0	0.51	13.0	0.03	0.0	4.11	0.0	0.57
30812	SOX8	0.06	2.0	0.0	0.0	0.12	4.0	0.0	0.0	0.0	0.0	0.06	0.0	0.09	0.0	0.0
30813	VSX1	0.71	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.63	0.0	0.0	0.0	0.0
30815	ST6GALNAC6	11.8	275.65	0.0	0.0	8.24	218.0	7.88	59.0	6.39	79.0	10.58	0.0	6.57	7.31	7.13
30816	ERVW-1	1.83	53.14	5.71	10.0	0.36	11.0	5.21	38.0	0.59	9.0	1.64	4.17	0.28	4.83	0.66
30817	ADGRE2	0.12	5.26	0.0	0.0	1.56	112.24	1.1	19.0	0.0	0.0	0.11	0.0	1.24	1.02	0.0
30818	KCNIP3	12.75	381.0	0.0	0.0	1.46	49.0	0.0	0.0	0.42	6.0	11.43	0.0	1.17	0.0	0.47
30819	KCNIP2	2.63	55.0	0.0	0.0	1.03	24.0	0.0	0.0	0.0	0.0	2.36	0.0	0.82	0.0	0.0
3082	HGF	0.55	18.0	0.0	0.0	0.48	12.0	0.0	0.0	0.0	0.0	0.49	0.0	0.39	0.0	0.0
30820	KCNIP1	0.0	0.0	0.0	0.0	0.05	1.0	0.0	0.0	0.27	3.0	0.0	0.0	0.04	0.0	0.3
30827	CXXC1	44.29	1309.0	0.0	0.0	53.98	1764.0	26.44	171.0	12.89	189.0	39.7	0.0	43.01	24.54	14.39
3083	HGFAC	2.86	58.0	0.0	0.0	0.18	4.0	0.0	0.0	0.0	0.0	2.56	0.0	0.14	0.0	0.0
30832	ZNF354C	1.05	67.0	0.0	0.0	1.03	71.0	0.0	0.0	0.27	7.0	0.94	0.0	0.82	0.0	0.3
30833	NT5C	77.09	536.0	0.0	0.0	142.58	1065.0	46.44	79.0	68.31	238.0	69.1	0.0	113.61	43.09	76.29
30834	POLR1H	46.54	285.0	0.0	0.0	85.01	535.0	72.2	106.0	97.38	294.0	41.72	0.0	67.74	66.99	108.75
30835	CD209	2.41	98.0	0.0	0.0	0.6	26.94	0.4	4.0	0.52	10.0	2.16	0.0	0.48	0.37	0.58
30836	DNTTIP2	8.82	561.29	17.84	69.32	16.62	1150.39	23.22	346.96	10.79	330.91	7.91	13.02	13.24	21.55	12.05
30837	SOCS7	3.15	280.0	0.0	0.0	4.74	454.0	1.7	35.0	1.02	43.0	2.82	0.0	3.78	1.58	1.14
3084	NRG1	0.03	1.0	111.74	113.06	0.99	35.0	9.11	133.98	5.39	92.68	0.03	81.55	0.79	8.45	6.02
30844	EHD4	10.48	727.0	0.0	0.0	13.24	999.0	7.68	125.0	6.67	223.0	9.4	0.0	10.55	7.13	7.45
30845	EHD3	0.68	28.0	0.0	0.0	1.25	58.0	0.0	0.0	0.0	0.0	0.61	0.0	0.99	0.0	0.0
30846	EHD2	8.12	297.0	0.0	0.0	12.96	515.0	0.35	3.0	3.11	55.0	7.28	0.0	10.33	0.32	3.48
30848	CTAG2	186.05	1278.86	115.49	47.0	0.0	0.0	0.0	0.0	0.0	0.0	166.77	84.29	0.0	0.0	0.0
30849	PIK3R4	2.83	152.0	3.05	10.0	6.17	360.0	1.03	13.0	1.54	40.0	2.54	2.23	4.91	0.96	1.73
30850	CDR2L	0.68	25.0	20.07	45.0	15.33	614.0	7.2	62.0	2.37	42.0	0.61	14.64	12.21	6.68	2.65
30851	TAX1BP3	22.87	259.65	0.0	0.0	125.63	1540.93	93.51	253.0	103.75	575.94	20.5	0.0	100.1	86.76	115.87
3087	HHEX	27.84	456.0	0.0	0.0	4.57	81.0	4.64	18.0	2.64	21.0	24.95	0.0	3.64	4.3	2.94
309	ANXA6	40.09	1185.0	0.0	0.0	18.33	588.0	3.16	22.0	3.38	48.0	35.93	0.0	14.61	2.93	3.77
3090	HIC1	1.15	83.39	0.0	0.0	3.54	195.15	0.0	0.0	0.09	3.26	1.03	0.0	2.82	0.0	0.1
3091	HIF1A	8.35	348.0	0.0	0.0	28.28	1276.0	5.51	52.0	14.98	299.0	7.49	0.0	22.53	5.11	16.73
3092	HIP1	11.77	1003.0	8.1	43.13	9.15	852.98	8.23	166.27	1.42	59.04	10.55	5.91	7.29	7.64	1.58
3093	UBE2K	7.5	414.0	0.0	0.0	27.39	1642.0	26.08	338.0	19.66	523.0	6.72	0.0	21.82	24.2	21.96
3094	HINT1	257.41	1674.0	91.59	38.0	517.71	3605.0	567.04	891.0	729.51	2350.0	230.74	66.84	412.51	526.13	814.75
3096	HIVEP1	1.0	107.0	0.0	0.0	2.21	244.0	1.43	36.0	0.49	25.0	0.89	0.0	1.76	1.33	0.55
30968	STOML2	93.87	1147.0	0.0	0.0	225.57	2987.0	119.76	351.0	114.98	673.0	84.14	0.0	179.73	111.12	128.41
3097	HIVEP2	2.56	273.0	0.0	0.0	1.29	150.0	1.04	26.0	0.49	25.0	2.3	0.0	1.03	0.97	0.54
3098	HK1	2.94	109.0	0.0	0.0	37.23	1490.0	11.43	98.0	10.85	191.0	2.63	0.0	29.66	10.61	12.12
3099	HK2	12.75	726.0	0.0	0.0	5.45	344.0	0.75	10.0	2.16	62.0	11.43	0.0	4.34	0.7	2.42
31	ACACA	16.84	1761.0	0.0	0.0	8.69	993.0	1.39	34.0	0.94	48.0	15.09	0.0	6.93	1.29	1.05
310	ANXA7	46.72	1001.0	27.86	41.0	53.84	1276.0	29.24	150.0	33.06	348.0	41.88	20.34	42.9	27.13	36.92
3101	HK3	0.94	30.0	0.0	0.0	2.61	90.0	0.0	0.0	2.73	42.0	0.85	0.0	2.08	0.0	3.05
3104	ZBTB48	43.15	955.0	0.0	0.0	14.41	347.0	6.41	32.0	4.87	53.0	38.68	0.0	11.49	5.95	5.44
3105	HLA-A	6674.44	98458.16	2263.95	2090.0	1075.35	16795.87	469.43	1618.7	323.9	2297.99	5982.77	1652.32	856.85	435.56	361.75
3106	HLA-B	3748.68	53423.21	1425.34	1262.0	645.24	9941.72	147.03	497.58	136.25	946.28	3360.21	1040.27	514.13	136.43	152.17
3107	HLA-C	4675.71	67010.28	560.97	499.0	648.44	10114.41	162.86	553.72	128.64	904.59	4191.17	409.42	516.68	151.11	143.68
3108	HLA-DMA	27.4	253.0	0.0	0.0	55.54	552.0	20.36	45.0	17.21	78.0	24.56	0.0	44.26	18.89	19.22
3109	HLA-DMB	1.4	17.0	0.0	0.0	14.21	186.0	0.0	0.0	2.03	12.0	1.26	0.0	11.32	0.0	2.26
311	ANXA11	46.5	1497.0	2.71	12.0	166.45	5825.0	139.64	1047.0	98.58	1484.0	41.68	1.98	132.62	129.56	110.1
3110	MNX1	0.0	0.0	0.0	0.0	11.69	230.0	5.55	20.0	2.57	19.0	0.0	0.0	9.31	5.15	2.87
3111	HLA-DOA	0.22	8.0	0.0	0.0	1.91	75.0	0.0	0.0	0.34	6.0	0.2	0.0	1.52	0.0	0.38
3112	HLA-DOB	0.84	10.0	0.0	0.0	1.64	21.0	0.0	0.0	0.0	0.0	0.76	0.0	1.31	0.0	0.0
3113	HLA-DPA1	9.63	154.0	0.0	0.0	51.87	892.0	11.0	41.0	10.19	78.0	8.63	0.0	41.33	10.2	11.38
3115	HLA-DPB1	7.49	315.0	0.0	0.0	27.58	1261.0	7.08	70.0	6.65	135.0	6.71	0.0	21.98	6.57	7.42
3117	HLA-DQA1	4.22	62.0	0.0	0.0	38.42	610.0	25.83	90.0	4.47	32.0	3.79	0.0	30.61	23.96	5.0
3118	HLA-DQA2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	3.0	0.0	0.0	0.0	0.0	0.51
3119	HLA-DQB1	11.89	180.0	0.0	0.0	50.18	821.0	4.41	16.0	10.17	75.0	10.66	0.0	39.98	4.09	11.36
312	ANXA13	4.42	62.0	0.0	0.0	5.05	77.0	0.0	0.0	4.15	27.0	3.96	0.0	4.02	0.0	4.63
3120	HLA-DQB2	0.0	0.0	0.0	0.0	0.3	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0
3122	HLA-DRA	16.69	181.0	112.04	76.0	236.06	2760.0	44.08	114.0	57.48	305.0	14.96	81.77	188.1	40.9	64.19
3123	HLA-DRB1	11.69	124.34	49.55	33.0	100.93	1156.88	9.84	25.0	7.69	40.08	10.48	36.16	80.42	9.13	8.59
3125	HLA-DRB3	7.72	76.99	0.0	0.0	92.89	997.71	22.25	53.0	10.21	49.92	6.92	0.0	74.01	20.64	11.41
3126	HLA-DRB4	0.0	0.0	0.0	0.0	2.99	33.41	3.24	8.0	0.79	4.0	0.0	0.0	2.39	3.0	0.88
3127	HLA-DRB5	13.78	152.67	39.21	27.0	0.0	0.0	0.0	0.0	0.0	0.0	12.35	28.61	0.0	0.0	0.0
313	AOAH	1.4	41.0	0.51	2.0	3.3	94.0	4.29	37.0	1.09	24.0	1.25	0.37	2.63	3.98	1.22
3131	HLF	6.99	393.0	12.22	45.0	0.07	4.0	5.58	79.0	1.51	44.0	6.26	8.92	0.05	5.18	1.69
3133	HLA-E	1156.84	29904.42	179.57	284.0	169.22	4749.28	68.93	434.0	56.27	702.14	1036.96	131.06	134.84	63.96	62.84
3134	HLA-F	225.33	3117.1	0.0	0.0	41.39	523.0	20.62	56.0	14.56	83.0	201.98	0.0	32.98	19.13	16.26
3135	HLA-G	2.58	21.83	0.0	0.0	0.31	2.72	0.0	0.0	0.0	0.0	2.31	0.0	0.25	0.0	0.0
314	AOC2	5.22	141.0	0.0	0.0	1.81	53.0	0.48	3.0	0.23	3.0	4.68	0.0	1.44	0.45	0.25
3140	MR1	2.53	212.0	12.67	63.01	0.62	57.0	2.35	46.19	0.61	23.97	2.27	9.25	0.49	2.18	0.68
3141	HLCS	5.96	372.0	0.0	0.0	4.34	363.89	0.0	0.0	0.98	31.2	5.34	0.0	3.46	0.0	1.1
3142	HLX	7.39	164.0	1.46	2.0	3.28	79.0	5.34	28.0	0.19	2.0	6.62	1.07	2.62	4.96	0.21
3145	HMBS	32.93	444.0	87.56	70.0	45.29	681.0	32.57	94.0	16.44	103.0	29.52	63.91	36.09	30.22	18.36
3146	HMGB1	74.58	2467.0	9.73	28.96	291.25	10235.06	62.57	465.52	84.16	1235.17	66.85	7.1	232.07	58.06	94.0
3148	HMGB2	27.94	369.0	0.0	0.0	190.35	2714.0	32.88	103.0	21.94	141.0	25.05	0.0	151.67	30.51	24.5
3149	HMGB3	18.93	701.0	0.0	0.0	43.18	1731.0	13.38	115.0	9.39	166.0	16.97	0.0	34.41	12.41	10.49
3150	HMGN1	131.18	1744.0	1.42	1.0	462.57	5753.0	175.25	470.0	162.68	900.0	117.59	1.04	368.58	162.61	181.69
3151	HMGN2	230.46	4339.0	68.77	80.0	384.64	7845.0	205.39	915.0	157.14	1437.0	206.58	50.19	306.49	190.57	175.5
3155	HMGCL	159.61	2186.0	361.49	285.0	53.81	835.0	54.48	164.0	52.44	336.0	143.07	263.83	42.88	50.55	58.57
3156	HMGCR	5.26	252.0	0.0	0.0	25.65	1324.0	0.0	0.0	2.25	52.0	4.72	0.0	20.44	0.0	2.51
3157	HMGCS1	24.67	1356.0	7.93	20.0	42.71	2600.0	15.68	194.0	9.08	246.0	22.11	5.79	34.04	14.55	10.14
3158	HMGCS2	565.39	11842.0	61.87	89.0	16.42	390.0	39.16	170.0	43.75	433.0	506.8	45.16	13.09	36.34	48.86
3159	HMGA1	76.64	1404.0	99.2	104.0	809.06	16163.0	399.64	1728.0	241.25	2137.0	68.7	72.4	644.66	370.81	269.44
316	AOX1	0.1	5.0	0.0	0.0	0.17	10.0	0.0	0.0	0.08	2.0	0.09	0.0	0.14	0.0	0.09
3161	HMMR	5.77	168.0	0.0	0.0	9.33	299.0	1.04	7.0	1.89	26.0	5.17	0.0	7.43	0.97	2.11
3162	HMOX1	77.69	1123.0	0.0	0.0	25.59	400.0	104.03	357.0	116.99	824.0	69.64	0.0	20.39	96.52	130.66
3163	HMOX2	62.99	966.0	0.0	0.0	73.2	1208.0	76.42	273.0	56.27	405.0	56.47	0.0	58.33	70.91	62.85
3164	NR4A1	40.59	1068.62	12.46	28.02	53.86	1486.07	40.62	327.1	15.25	207.98	36.39	9.1	42.92	37.69	17.03
3166	HMX1	0.0	0.0	0.0	0.0	0.9	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71	0.0	0.0
3167	HMX2	0.0	0.0	0.0	0.0	0.47	7.0	0.0	0.0	0.75	5.0	0.0	0.0	0.38	0.0	0.83
3169	FOXA1	9.13	336.0	0.0	0.0	3.72	149.0	0.0	0.0	1.98	35.0	8.18	0.0	2.97	0.0	2.21
317	APAF1	3.6	203.66	0.0	0.0	4.99	303.77	2.62	26.0	0.24	9.0	3.23	0.0	3.98	2.43	0.27
3170	FOXA2	31.58	769.0	0.0	0.0	36.08	951.0	10.29	59.0	4.93	58.0	28.3	0.0	28.75	9.55	5.5
3171	FOXA3	13.04	243.0	19.1	22.0	42.65	861.0	34.24	151.0	16.35	148.0	11.69	13.94	33.99	31.77	18.26
3172	HNF4A	78.16	3714.0	16.16	68.0	36.96	1915.0	6.73	109.0	9.75	238.0	70.06	11.79	29.45	6.25	10.89
3174	HNF4G	2.55	113.0	0.0	0.0	2.11	107.0	0.0	0.0	0.65	14.0	2.29	0.0	1.68	0.0	0.73
3175	ONECUT1	4.89	222.0	0.0	0.0	0.18	9.0	0.0	0.0	0.0	0.0	4.38	0.0	0.14	0.0	0.0
3176	HNMT	31.79	281.0	0.0	0.0	48.99	439.0	23.88	68.0	34.2	116.0	28.49	0.0	39.03	22.15	38.2
317649	EIF4E3	0.21	11.0	34.9	92.0	4.09	211.0	6.99	75.0	5.34	133.0	0.19	25.47	3.26	6.48	5.96
317662	FAM149B1	8.63	265.83	0.0	0.0	5.25	214.68	1.91	16.63	2.95	49.97	7.73	0.0	4.18	1.77	3.3
317671	RFESD	1.01	25.25	0.0	0.0	0.24	7.0	0.0	0.0	0.0	0.0	0.91	0.0	0.19	0.0	0.0
3177	SLC29A2	34.48	795.0	0.0	0.0	58.51	1573.0	4.0	21.0	4.27	48.0	30.91	0.0	46.62	3.72	4.77
317719	KLHL10	0.25	5.0	0.0	0.0	0.05	1.0	0.0	0.0	0.0	0.0	0.23	0.0	0.04	0.0	0.0
317749	DHRS4L2	80.25	898.85	407.73	283.04	22.64	278.49	9.9	26.21	15.32	83.21	71.94	297.58	18.04	9.19	17.11
317754	POTED	0.11	7.61	0.0	0.0	0.0	0.0	0.0	0.0	0.21	5.0	0.1	0.0	0.0	0.0	0.24
317762	CCDC85C	11.44	737.63	0.5	5.64	11.41	849.91	2.4	103.6	0.87	25.43	10.25	0.37	9.09	2.22	0.97
317772	H2AC21	0.8	2.0	0.0	0.0	1.93	5.0	0.0	0.0	0.0	0.0	0.72	0.0	1.54	0.0	0.0
317781	DDX51	8.95	444.0	7.05	21.59	21.12	1113.0	12.11	142.55	4.14	100.08	8.02	5.14	16.82	11.23	4.62
3178	HNRNPA1	103.19	3788.16	0.0	0.0	706.5	25540.99	218.29	1907.69	175.72	3138.0	92.49	0.0	562.94	202.55	196.25
318	NUDT2	14.1	96.0	0.0	0.0	74.22	545.0	70.43	106.0	54.16	178.0	12.64	0.0	59.14	65.35	60.48
3181	HNRNPA2B1	177.57	6631.0	36.14	84.0	424.02	15503.0	107.85	963.0	106.95	1952.0	159.17	26.37	337.87	100.07	119.44
3182	HNRNPAB	101.33	1638.0	120.08	114.0	67.89	1205.0	23.41	85.0	35.24	272.0	90.83	87.64	54.1	21.72	39.36
3183	HNRNPC	124.43	3324.0	75.64	142.0	302.38	9209.0	147.44	864.0	141.81	1865.0	111.54	55.2	240.94	136.8	158.38
3184	HNRNPD	41.75	894.0	0.0	0.0	287.75	6579.0	55.98	274.0	71.63	736.0	37.43	0.0	229.28	51.94	80.01
3185	HNRNPF	58.02	1565.0	0.0	0.0	178.73	5222.0	68.57	443.0	50.87	663.0	52.01	0.0	142.41	63.63	56.82
3187	HNRNPH1	125.0	2600.0	38.93	49.0	194.04	4498.0	33.4	166.0	34.25	351.0	112.05	28.41	154.61	30.99	38.25
3188	HNRNPH2	4.82	111.67	0.0	0.0	15.41	382.64	0.0	0.0	17.48	193.7	4.32	0.0	12.28	0.0	19.52
3189	HNRNPH3	23.61	539.0	0.79	1.0	72.43	1875.0	45.36	251.0	41.78	481.0	21.16	0.58	57.71	42.09	46.66
319	APOF	19.43	324.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	2.0	17.42	0.0	0.0	0.0	0.28
3190	HNRNPK	73.21	2147.0	0.0	0.0	249.39	7996.0	78.07	547.0	66.94	970.0	65.63	0.0	198.72	72.44	74.76
319089	TTC6	1.35	56.0	0.0	0.0	0.05	3.0	0.0	0.0	0.0	0.0	1.21	0.0	0.04	0.0	0.0
3191	HNRNPL	111.52	2078.0	66.63	76.0	282.42	5681.0	52.2	228.0	45.21	406.0	99.96	48.63	225.03	48.44	50.5
3192	HNRNPU	35.35	2614.0	1.56	7.0	84.01	6756.0	30.97	536.0	22.64	809.0	31.69	1.14	66.94	28.74	25.28
3195	TLX1	6.53	150.0	0.0	0.0	4.36	101.0	3.06	15.0	0.2	2.0	5.86	0.0	3.48	2.84	0.22
3196	TLX2	0.09	2.0	0.0	0.0	0.09	2.0	0.0	0.0	0.0	0.0	0.08	0.0	0.07	0.0	0.0
3198	HOXA1	0.09	2.0	0.0	0.0	0.16	4.0	0.0	0.0	0.0	0.0	0.08	0.0	0.13	0.0	0.0
3199	HOXA2	0.06	1.0	0.0	0.0	0.35	6.0	2.38	9.0	0.0	0.0	0.06	0.0	0.28	2.21	0.0
32	ACACB	18.71	1852.0	15.87	89.0	2.37	255.0	0.7	15.0	0.07	3.0	16.77	11.58	1.89	0.64	0.08
320	APBA1	4.62	329.0	0.0	0.0	0.44	34.0	0.54	9.0	0.18	6.0	4.14	0.0	0.35	0.5	0.2
3200	HOXA3	0.06	4.0	83.1	350.0	0.19	9.0	8.9	177.0	1.05	43.0	0.05	60.65	0.15	8.26	1.18
3201	HOXA4	0.13	2.0	0.0	0.0	0.23	4.0	0.0	0.0	0.0	0.0	0.11	0.0	0.18	0.0	0.0
3202	HOXA5	0.06	1.0	0.0	0.0	0.29	5.0	0.27	1.0	0.26	2.0	0.06	0.0	0.23	0.25	0.29
3203	HOXA6	0.12	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0
3204	HOXA7	0.05	1.0	311.78	379.0	0.23	5.0	31.57	147.0	4.39	42.0	0.05	227.55	0.19	29.29	4.91
3205	HOXA9	0.84	17.0	0.0	0.0	0.91	20.0	1.25	6.0	0.41	4.0	0.75	0.0	0.73	1.16	0.45
3206	HOXA10	10.81	277.0	0.0	0.0	0.65	18.0	2.48	15.0	0.56	7.0	9.69	0.0	0.52	2.3	0.63
3207	HOXA11	6.31	171.0	0.0	0.0	0.65	19.0	0.78	5.0	0.15	2.0	5.66	0.0	0.52	0.73	0.17
3208	HPCA	0.23	3.0	0.0	0.0	0.79	12.0	0.0	0.0	0.0	0.0	0.21	0.0	0.63	0.0	0.0
3209	HOXA13	7.12	382.0	0.0	0.0	0.0	0.0	1.43	18.0	0.27	7.0	6.38	0.0	0.0	1.33	0.3
321	APBA2	0.07	2.0	0.0	0.0	1.25	40.0	0.72	5.0	0.0	0.0	0.06	0.0	1.0	0.67	0.0
3212	HOXB2	0.3	3.0	0.0	0.0	2.48	32.0	0.0	0.0	0.0	0.0	0.27	0.0	1.97	0.0	0.0
3213	HOXB3	0.8	25.0	12.75	61.0	48.89	1687.0	3.58	66.0	1.03	37.0	0.72	9.3	38.95	3.33	1.15
3214	HOXB4	0.56	11.0	0.0	0.0	23.44	496.0	7.79	36.0	3.48	33.0	0.5	0.0	18.68	7.23	3.89
3215	HOXB5	0.29	5.0	0.0	0.0	52.2	988.0	12.8	53.0	3.65	31.0	0.26	0.0	41.6	11.88	4.07
3216	HOXB6	0.25	4.0	0.0	0.0	158.39	2935.0	27.94	108.0	20.97	181.0	0.23	0.0	126.2	25.93	23.42
3217	HOXB7	0.73	9.0	0.0	0.0	118.97	1579.0	78.27	229.0	55.64	334.0	0.66	0.0	94.8	72.63	62.14
3218	HOXB8	0.0	0.0	9.37	23.0	52.05	1348.0	2.17	11.0	6.88	89.0	0.0	6.84	41.47	2.01	7.68
3219	HOXB9	0.0	0.0	0.0	0.0	142.65	4047.0	46.7	288.0	27.72	351.0	0.0	0.0	113.66	43.33	30.96
322	APBB1	9.51	199.0	0.0	0.0	3.72	94.0	1.14	5.0	0.56	5.0	8.52	0.0	2.97	1.06	0.62
3221	HOXC4	0.19	3.0	0.0	0.0	0.74	14.0	0.0	0.0	0.38	3.0	0.17	0.0	0.59	0.0	0.43
